evid,origin,longitude,latitude,depth,magnitude,magnitudet,region,author,mode,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
usp2015xoew,2015-12-02 01:41:15.260000+00:00,-49841,-21984,0.0,2.8,mR,Julio Mesquita/SP,JRoberto,M,,,,,
usp2015xjke,2015-11-29 10:41:31.005000+00:00,-71295,-10262,647.4,4.1,mb,Peru-Brazil Border Region,JRoberto,M,,,,,
usp2015xezt,2015-11-27 00:52:54.623000+00:00,-71178,-9379,627.0,5.1,mb,Peru-Brazil Border Region,Cleusa,M,,,,,
usp2015xeru,2015-11-26 20:50:48.025000+00:00,-70924,-10435,589.5,3.8,mb,Peru-Brazil Border Region,JRoberto,M,,,,,
usp2015xedq,2015-11-26 13:42:24.886000+00:00,-71145,-9818,593.0,4.8,mb,Peru-Brazil Border Region,Cleusa,M,,,,,
usp2015xdol,2015-11-26 06:01:23.195000+00:00,-71265,-9269,605.9,4.8,mb,Jordao/AC,JRoberto,M,,,,,
usp2015xdnx,2015-11-26 05:45:18.048000+00:00,-71334,-9271,604.9,6.2,mb,Jordao/AC,JRoberto,M,,,,,
usp2015xdce,2015-11-25 23:49:34.375000+00:00,-71157,-10456,592.8,4.2,mb,Peru-Brazil Border Region,JRoberto,M,,,,,
usp2015xcsf,2015-11-25 18:47:55.453000+00:00,-70594,-10381,660.0,4.7,mb,Santa Rosa do Purus/AC,JRoberto,M,,,,,
usp2015xbzr,2015-11-25 09:26:22.711000+00:00,-71416,-8669,651.3,4.9,mb,Tarauaca/AC,JRoberto,M,,,,,
usp2015xbpy,2015-11-25 04:30:30.187000+00:00,-71034,-10073,598.8,4.0,mb,Peru-Brazil Border Region,JRoberto,M,,,,,
usp2015xbjd,2015-11-25 01:05:00.972000+00:00,-71226,-9866,615.0,4.1,mb,Jordao/AC,Cleusa,M,,,,,
usp2015xbgw,2015-11-24 23:55:20.416000+00:00,-70920,-10356,617.0,4.2,mb,Peru-Brazil Border Region,JRoberto,M,,,,,
usp2015xbgm,2015-11-24 23:44:14.064000+00:00,-71100,-10608,595.0,4.4,mb,Peru-Brazil Border Region,Cleusa,M,,,,,
usp2015xbes,2015-11-24 22:50:50.004000+00:00,-71473,-10159,594.8,7.5,Mw(mB),Peru-Brazil Border Region,bruno@maverick.local,M,,,,,
usp2015xbem,2015-11-24 22:45:37.150000+00:00,-71127,-10667,597.3,7.0,Mw(mB),Peru-Brazil Border Region,bruno@maverick.local,M,,,,,
usp2015xavm,2015-11-24 18:10:07.260000+00:00,-70947,-10481,586.7,4.0,mb,Peru-Brazil Border Region,JRoberto,M,,,,,
usp2015wsqo,2015-11-20 06:35:34.374000+00:00,-73229,-7854,150.7,4.1,mb,Mancio Lima/AC,JRoberto,M,,,,,
usp2015wlgq,2015-11-16 05:37:52.378000+00:00,-43979,-15227,0.0,2.3,mR,Itacarambi/MG,JRoberto,M,,,,,
usp2015wlgn,2015-11-16 05:34:44.045000+00:00,-43945,-15225,0.0,1.9,mR,Itacarambi/MG,JRoberto,M,,,,,
usp2015wjvp,2015-11-15 10:55:08.493000+00:00,-48460,-12284,0.0,2.9,mR,Peixe/TO,JRoberto,M,,,,,
usp2015wijf,2015-11-14 15:31:43.807000+00:00,-56297,-19484,0.0,2.4,mR,Miranda/MS,JRoberto,M,,,,,
usp2015wgvt,2015-11-13 19:37:15.064000+00:00,-36022,-9267,0.0,2.4,mR,Branquinha/AL,jroberto,M,,,,,
usp2015wfne,2015-11-13 02:07:04.082000+00:00,-43839,-15184,0.0,2.7,mR,Jaiba/MG,JRoberto,M,,,,,
usp2015wfnb,2015-11-13 02:04:31.027000+00:00,-43902,-15164,0.0,2.4,mR,Itacarambi/MG,JRoberto,M,,,,,
usp2015wfmr,2015-11-13 01:52:23.010000+00:00,-43879,-15153,0.0,2.8,mR,Itacarambi/MG,JRoberto,M,,,,,
usp2015walv,2015-11-10 07:45:58.127000+00:00,-43477,-20203,0.0,2.1,mR,Ouro Preto/MG,JRoberto,M,,,,,
usp2015waix,2015-11-10 06:17:02.209000+00:00,-43437,-20207,0.0,1.9,mR,Ouro Preto/MG,JRoberto,M,,,,,
usp2015vzqx,2015-11-09 21:11:08.157000+00:00,-56399,-19547,0.0,3.2,mR,Miranda/MS,JRoberto,M,,,,,
usp2015vzkg,2015-11-09 17:49:34.028000+00:00,-49473,-14216,0.0,2.9,mR,Nova Iguacu de Goias/GO,JRoberto,M,,,,,
usp2015vtjv,2015-11-06 10:48:36.159000+00:00,-56326,-19399,0.0,2.9,mR,Miranda/MS,marcelo,M,,,,,
usp2015vsxb,2015-11-06 04:20:35.667000+00:00,-40191,-14723,0.0,2.9,mR,Nova Canaa/BA,bruno,M,,,,,
usp2015vswg,2015-11-06 03:56:54.936000+00:00,-56283,-19405,0.0,3.1,mR,Miranda/MS,JRoberto,M,,,,,
usp2015vswf,2015-11-06 03:55:36.887000+00:00,-56313,-19397,0.0,2.2,mR,Miranda/MS,JRoberto,M,,,,,
usp2015vsvy,2015-11-06 03:47:09.326000+00:00,-56264,-19385,0.0,4.0,mR,Miranda/MS,bruno@lab88,M,,,,,
usp2015vsdj,2015-11-05 18:23:31+00:00,-56250,-20483,0.0,2.2,MLv,Miranda/MS,JRoberto,M,,,,,
usp2015vscm,2015-11-05 17:56:42.074000+00:00,-43501,-20197,0.0,2.0,mR,Ouro Preto/MG,JRoberto,M,,,,,
usp2015vrzb,2015-11-05 16:13:52.033000+00:00,-43479,-20199,0.0,2.6,mR,Ouro Preto/MG,bruno,M,,,,,
usp2015vrza,2015-11-05 16:12:15.075000+00:00,-43501,-20079,0.0,2.4,mR,Catas Altas/MG,JRoberto,M,,,,,
usp2015vdkv,2015-10-28 17:10:55.933000+00:00,-71221,-9644,602.8,4.5,mb,Santa Rosa do Purus/AC,JRoberto,M,,,,,
usp2015vbuj,2015-10-27 19:40:17.882000+00:00,-40861,-19079,0.0,2.1,mR,Pancas/ES,JRoberto,M,,,,,
usp2015uxbb,2015-10-25 05:22:31.903000+00:00,-40592,-3269,0.0,2.5,mR,Uruoca/CE,JRoberto,M,,,,,
usp2015uxay,2015-10-25 05:19:50.304000+00:00,-40581,-3319,0.0,2.3,mR,Uruoca/CE,JRoberto,M,,,,,
usp2015uxaw,2015-10-25 05:16:19.935000+00:00,-40587,-3287,0.0,2.8,mR,Uruoca/CE,JRoberto,M,,,,,
usp2015uxav,2015-10-25 05:15:51.634000+00:00,-40578,-3274,0.0,2.0,mR,Uruoca/CE,JRoberto,M,,,,,
usp2015utna,2015-10-23 06:53:11.955000+00:00,-48119,-24731,0.0,3.3,mR,Cajati/SP,JRoberto,M,,,,,
usp2015unpa,2015-10-20 01:04:03.369000+00:00,-40194,-3820,0.0,1.5,mR,Forquilha/CE,JRoberto,M,,,,,
usp2015uhrz,2015-10-16 19:45:44.351000+00:00,-40522,-3823,0.0,1.3,mR,Carire/CE,JRoberto,M,,,,,
usp2015ubdz,2015-10-13 05:51:22.395000+00:00,-73979,-8745,142.2,4.2,mb,Marechal Thaumaturgo/AC,JRoberto,M,,,,,
usp2015tuom,2015-10-09 15:12:49.755000+00:00,-48691,-13495,0.0,2.7,mR,Trombas/GO,JRoberto,M,,,,,
usp2015tuok,2015-10-09 15:10:14.070000+00:00,-38920,-5369,0.0,2.3,mR,Banabuiu/CE,JRoberto,M,,,,,
usp2015ttcl,2015-10-08 19:58:36.492000+00:00,-38972,-7555,0.0,2.4,mR,Brejo Santo/CE,JRoberto,M,,,,,
usp2015tswl,2015-10-08 16:58:31.777000+00:00,-39909,-3812,0.0,2.5,mR,Iraucuba/CE,JRoberto,M,,,,,
usp2015syvj,2015-09-27 17:41:58.811000+00:00,-52675,-13808,0.0,2.9,mR,Canarana/MT,jroberto,M,,,,,
usp2015srdr,2015-09-23 12:49:02.911000+00:00,-35750,-5509,0.0,2.5,mR,Joao Camara/RN,JRoberto,M,,,,,
usp2015sqng,2015-09-23 04:30:56.457000+00:00,-35734,-5506,0.0,2.1,mR,Joao Camara/RN,JRoberto,M,,,,,
usp2015sofu,2015-09-21 22:28:33.997000+00:00,-50222,-28339,0.0,2.9,mR,Sao Joaquim/SC,JRoberto,M,,,,,
usp2015slzp,2015-09-20 17:04:39.173000+00:00,-51184,-29031,0.0,2.4,mR,Flores da Cunha/RS,JRoberto,M,,,,,
usp2015slzo,2015-09-20 17:03:04.223000+00:00,-51193,-29026,0.0,2.5,mR,Flores da Cunha/RS,JRoberto,M,,,,,
usp2015slpf,2015-09-20 11:49:19.473000+00:00,-35763,-5479,5.0,3.1,mR,Joao Camara/RN,massumpcao,M,,,,,
usp2015skok,2015-09-19 22:17:13.861000+00:00,-73685,-8274,173.3,4.3,mb,Porto Walter/AC,massumpcao,M,,,,,
usp2015sdfd,2015-09-15 21:38:23.636000+00:00,-39931,-3798,0.0,2.5,mR,Iraucuba/CE,JRoberto,M,,,,,
usp2015sdet,2015-09-15 21:27:03.239000+00:00,-50735,-14542,0.0,3.4,mR,Mozarlandia/GO,JRoberto,M,,,,,
usp2015rzvt,2015-09-14 01:29:38.095000+00:00,-39793,-3825,0.0,1.7,mR,Iraucuba/CE,JRoberto,M,,,,,
usp2015rxwc,2015-09-12 23:24:35+00:00,-36122,-9407,0.0,0.6,MLv,Cajueiro/AL,jroberto@vitoria,M,,,,,
usp2015rufk,2015-09-10 23:33:00.795000+00:00,-39892,-3787,0.0,1.3,mR,Iraucuba/CE,JRoberto,M,,,,,
usp2015rufg,2015-09-10 23:28:53.080000+00:00,-39905,-3817,0.0,2.3,mR,Iraucuba/CE,JRoberto,M,,,,,
usp2015rngx,2015-09-07 04:21:25.682000+00:00,-71791,-6898,563.2,3.8,mb,Ipixuna/AM,JRoberto,M,,,,,
usp2015rgpr,2015-09-03 12:50:52.105000+00:00,-51162,-29213,0.0,2.0,mR,Caxias do Sul/RS,JRoberto,M,,,,,
usp2015qype,2015-08-30 03:29:40.484000+00:00,-40742,-18671,0.0,2.1,mR,Vila Pavao/ES,jroberto,M,,,,,
usp2015qscg,2015-08-26 14:09:01.267000+00:00,-40803,-23297,0.0,3.0,mR,South Atlantic Ocean,JRoberto,M,,,,,
usp2015qbyq,2015-08-17 18:09:01.212000+00:00,-54745,-3848,0.0,3.0,mR,Ruropolis/PA,JRoberto,M,,,,,
usp2015pyxd,2015-08-16 01:59:44.016000+00:00,-51157,-29217,0.0,1.7,MLv,Caxias do Sul/RS,JRoberto,M,,,,,
usp2015pwwz,2015-08-14 23:38:18.724000+00:00,-50572,-6171,0.0,2.8,mR,Agua Azul do Norte/PA,JRoberto,M,,,,,
usp2015ppry,2015-08-11 01:08:49+00:00,-41510,-21041,0.0,2.4,M,Apiaca/ES,marcelo,M,,,,,
usp2015plbi,2015-08-08 12:12:21.378000+00:00,-43861,-16683,2.0,1.7,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015pjdm,2015-08-07 11:01:17.326000+00:00,-43856,-16729,2.0,1.2,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015phgr,2015-08-06 10:21:28+00:00,-48500,-21048,0.0,0.7,MLv,Bebedouro/SP,JRoberto,M,,,,,
usp2015pgki,2015-08-05 23:04:39+00:00,-48504,-21054,0.0,1.1,MLv,Bebedouro/SP,JRoberto,M,,,,,
usp2015pehq,2015-08-04 19:26:32+00:00,-44882,-21495,0.0,2.7,M,Luminarias/MG,marcelo,M,,,,,
usp2015pebj,2015-08-04 16:16:15.973000+00:00,-47727,-14164,0.0,2.5,mR,Alto Paraiso de Goias/GO,JRoberto,M,,,,,
usp2015pciv,2015-08-03 17:46:40.856000+00:00,-59570,2626,0.0,3.2,mR,Guyana,JRoberto,M,,,,,
usp2015pcdi,2015-08-03 14:59:45.340000+00:00,-43906,-16666,0.0,1.8,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015owvk,2015-07-31 17:17:56.775000+00:00,-72558,-8293,10.0,4.1,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2015ouvi,2015-07-30 14:59:25.291000+00:00,-43857,-16679,0.0,1.5,mR,Montes Claros/MG,jroberto,M,,,,,
usp2015oucr,2015-07-30 05:34:41+00:00,-48504,-21054,0.0,1.1,MLv,Bebedouro/SP,JRoberto,M,,,,,
usp2015othr,2015-07-29 18:57:59.700000+00:00,-47530,-11657,0.0,3.0,mR,Natividade/TO,jroberto,M,,,,,
usp2015osqf,2015-07-29 10:08:41.594000+00:00,-40510,-3350,0.0,1.7,mR,Senador Sa/CE,jroberto,M,,,,,
usp2015oqoy,2015-07-28 07:13:51.212000+00:00,-56766,-17372,0.0,2.5,mR,Pocone/MT,jroberto,M,,,,,
usp2015oqfz,2015-07-28 02:42:34.687000+00:00,-73547,-6354,10.0,4.4,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2015opqs,2015-07-27 18:58:32.397000+00:00,-48913,-20034,0.0,2.9,mR,Frutal/MG,JRoberto,M,,,,,
usp2015omkl,2015-07-26 00:24:40.615000+00:00,-40682,-2968,0.0,1.8,mR,Camocim/CE,jroberto,M,,,,,
usp2015omfc,2015-07-25 21:42:50.051000+00:00,-35907,-8246,0.0,2.5,mR,Caruaru/PE,jroberto,M,,,,,
usp2015oekb,2015-07-21 15:08:56.775000+00:00,-48704,-13296,0.0,2.5,mR,Montividiu do Norte/GO,JRoberto,M,,,,,
usp2015odce,2015-07-20 22:00:42.361000+00:00,-40717,-3048,0.0,3.3,mR,Granja/CE,jroberto,M,,,,,
usp2015nrvg,2015-07-14 18:00:30.252000+00:00,-43941,-16678,2.0,1.4,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015nphy,2015-07-13 09:01:36.650000+00:00,-49326,-25202,0.0,2.5,mR,Rio Branco do Sul/PR,JRoberto,M,,,,,
usp2015nnnz,2015-07-12 09:46:45.142000+00:00,-49313,-25184,0.0,2.8,mR,Rio Branco do Sul/PR,JRoberto,M,,,,,
usp2015nhmd,2015-07-09 02:07:28.243000+00:00,-41772,-15881,0.0,2.8,mR,Curral de Dentro/MG,JRoberto,M,,,,,
usp2015nhme,2015-07-09 02:04:23.109000+00:00,-59069,-24365,10.0,4.3,mb,Northeastern Argentina,Cleusa,M,,,,,
usp2015nhai,2015-07-08 20:04:40.215000+00:00,-43880,-16670,2.0,2.2,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015nfhf,2015-07-07 21:17:30.347000+00:00,-48388,-12057,0.0,2.5,mR,Peixe/TO,JRoberto,M,,,,,
usp2015nddq,2015-07-06 17:12:15.198000+00:00,-62371,3802,0.0,3.6,mR,Amajari/RR,JRoberto,M,,,,,
usp2015ncax,2015-07-06 02:42:08.093000+00:00,-40019,-22429,0.0,2.5,mR,Sao Joao da Barra/RJ,JRoberto,M,,,,,
usp2015ncat,2015-07-06 02:36:42.558000+00:00,-39991,-22455,0.0,2.2,mR,South Atlantic Ocean,JRoberto,M,,,,,
usp2015nazp,2015-07-05 12:54:08.895000+00:00,-49824,-21923,0.0,2.8,mR,Guaimbe/SP,jroberto,M,,,,,
usp2015mums,2015-07-01 23:34:45.963000+00:00,-51171,-29174,0.0,2.0,mR,Caxias do Sul/RS,jroberto,M,,,,,
usp2015msju,2015-06-30 19:49:54.091000+00:00,-35927,-8282,0.0,2.2,mR,Caruaru/PE,JRoberto,M,,,,,
usp2015msiv,2015-06-30 19:20:03.222000+00:00,-35932,-8272,0.0,2.0,mR,Caruaru/PE,JRoberto,M,,,,,
usp2015mdzc,2015-06-22 22:31:08.560000+00:00,-43874,-16754,2.0,1.6,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015mdig,2015-06-22 14:00:25.564000+00:00,-52673,-9046,0.0,3.3,mR,Rio Peti/PA,JRoberto,M,,,,,
usp2015lzjp,2015-06-20 10:08:13.468000+00:00,-73579,-8221,156.4,4.0,mb,Porto Walter/AC,JRoberto,M,,,,,
usp2015lwap,2015-06-18 14:10:53.317000+00:00,-43919,-16620,0.0,1.7,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015lukd,2015-06-17 16:44:07.760000+00:00,-56282,-25989,0.0,3.2,mR,Paraguay,JRoberto,M,,,,,
usp2015lrpz,2015-06-16 04:17:04.001000+00:00,-36095,-5418,0.0,1.8,mR,Jandaira/RN,JRoberto,M,,,,,
usp2015loms,2015-06-14 11:13:37.390000+00:00,-71350,-9521,574.5,3.9,mb,Jordao/AC,JRoberto,M,,,,,
usp2015llnz,2015-06-12 20:27:21.580000+00:00,-43984,-16697,3.2,2.1,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015lhwb,2015-06-10 20:01:25.051000+00:00,-43854,-16688,2.0,2.0,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015kzxm,2015-06-06 11:37:01.088000+00:00,-50398,-31783,0.0,3.7,mR,Mostardas/RS,JRoberto,M,,,,,
usp2015kyzo,2015-06-05 23:32:20.181000+00:00,-56690,-11457,0.0,3.1,mR,Tabapora/MT,JRoberto,M,,,,,
usp2015kxhy,2015-06-05 01:29:42.915000+00:00,-38280,-4612,0.0,2.7,mR,Ocara/CE,JRoberto,M,,,,,
usp2015krbh,2015-06-01 15:19:00.700000+00:00,-51856,-23581,0.0,2.9,mR,Marialva/PR,JRoberto,M,,,,,
usp2015kqfu,2015-06-01 04:27:09.290000+00:00,-73640,-8158,152.4,3.7,mb,Porto Walter/AC,JRoberto,M,,,,,
usp2015khve,2015-05-27 14:00:50.415000+00:00,-43890,-16712,2.0,1.7,mR,Montes Claros/MG,jroberto,M,,,,,
usp2015kfwi,2015-05-26 12:19:06.490000+00:00,-42200,-23481,0.0,2.9,mR,Arraial do Cabo/RJ,jroberto,M,,,,,
usp2015kdft,2015-05-25 01:39:53.252000+00:00,-44413,-22879,0.0,2.2,mR,Angra dos Reis/RJ,JRoberto,M,,,,,
usp2015jxgc,2015-05-21 19:01:47.946000+00:00,-74043,-8075,147.7,4.0,mb,Mancio Lima/AC,Cleusa,M,,,,,
usp2015jvyu,2015-05-21 02:12:13.278000+00:00,-51214,-25018,0.0,3.1,mR,Prudentopolis/PR,jroberto,M,,,,,
usp2015jvav,2015-05-20 14:05:47.319000+00:00,-72785,-8628,156.6,4.0,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2015jmbl,2015-05-15 16:10:31.082000+00:00,-44416,-22905,0.0,2.2,mR,Rio Acima/MG,JRoberto,M,,,,,
usp2015jiaz,2015-05-13 11:24:33.634000+00:00,-40541,-3588,0.0,3.0,mR,Alcantaras/CE,JRoberto,M,,,,,
usp2015jetk,2015-05-11 16:09:59.704000+00:00,-43554,-20144,0.0,2.4,mR,Ouro Preto/MG,JRoberto,M,,,,,
usp2015jedy,2015-05-11 08:21:43.864000+00:00,-71322,-9232,616.1,4.0,mb,Jordao/AC,JRoberto,M,,,,,
usp2015jckx,2015-05-10 09:35:01.172000+00:00,-44412,-22899,0.0,2.0,mR,Angra dos Reis/RJ,JRoberto,M,,,,,
usp2015jckw,2015-05-10 09:34:53.760000+00:00,-44407,-22921,0.0,1.9,MLv,Angra dos Reis/RJ,jroberto,M,,,,,
usp2015jbab,2015-05-09 14:58:44.202000+00:00,-44413,-22889,0.0,2.2,MLv,Angra dos Reis/RJ,jroberto,M,,,,,
usp2015jazt,2015-05-09 14:51:18.957000+00:00,-44409,-22907,0.0,2.2,MLv,Angra dos Reis/RJ,jroberto,M,,,,,
usp2015iysk,2015-05-08 08:51:05.616000+00:00,-42915,-24219,0.0,2.5,mR,South Atlantic Ocean,jroberto,M,,,,,
usp2015ixcv,2015-05-07 11:46:53.067000+00:00,-72030,-8485,356.0,4.7,mb,Porto Walter/AC,JRoberto,M,,,,,
usp2015ivoi,2015-05-06 15:22:37.797000+00:00,-43834,-20874,0.0,2.3,mR,Cristiano Otoni/MG,JRoberto,M,,,,,
usp2015isrt,2015-05-05 01:41:36.720000+00:00,-44053,-19601,0.0,2.1,mR,Pedro Leopoldo/MG,JRoberto,M,,,,,
usp2015ikmv,2015-04-30 14:07:48.839000+00:00,-68578,-6224,0.0,4.1,mb,Itamarati/AM,JRoberto,M,,,,,
usp2015ijdr,2015-04-29 20:22:15.427000+00:00,-44059,-16708,2.0,2.0,mR,Montes Claros/MG,JRoberto,M,,,,,
usp2015ichx,2015-04-26 02:30:28.071000+00:00,-65329,-12207,10.0,4.6,mb,Northern Bolivia,jroberto@vitoria,M,,,,,
usp2015ibuk,2015-04-25 19:44:21.561000+00:00,-50478,-22597,0.0,2.6,mR,Assis/SP,JRoberto,M,,,,,
usp2015hnoj,2015-04-18 00:46:20.303000+00:00,-37633,-4879,0.0,2.1,mR,Jaguaruana/CE,JRoberto,M,,,,,
usp2015hngk,2015-04-17 20:43:55.626000+00:00,-41118,-20729,0.0,2.0,mR,Cachoeiro de Itapemirim/ES,JRoberto,M,,,,,
usp2015hlrv,2015-04-17 00:15:28.196000+00:00,-51181,-29181,0.0,2.0,mR,Caxias do Sul/RS,JRoberto,M,,,,,
usp2015hiyr,2015-04-15 12:18:38.148000+00:00,-39182,-5357,0.0,2.2,mR,Quixeramobim/CE,JRoberto,M,,,,,
usp2015hhya,2015-04-14 22:50:48.906000+00:00,-39559,-21938,0.0,3.0,mR,South Atlantic Ocean,JRoberto,M,,,,,
usp2015hhim,2015-04-14 14:59:08.021000+00:00,-45252,-20107,0.0,2.3,mR,Santo Antonio do Monte/MG,JRoberto,M,,,,,
usp2015hhii,2015-04-14 14:54:53.061000+00:00,-59691,-14904,0.0,2.8,mR,Vila Bela da Santissima Trindade/MT,JRoberto,M,,,,,
usp2015hbul,2015-04-11 14:13:09.869000+00:00,-43325,-19616,0.0,2.7,mR,Itabira/MG,JRoberto,M,,,,,
usp2015hamo,2015-04-10 21:05:43.624000+00:00,-49618,-18927,0.0,2.7,mR,Ituiutaba/MG,JRoberto,M,,,,,
usp2015gzwk,2015-04-10 12:59:21+00:00,-49684,-21053,0.0,2.5,MLv,Jose Bonifacio/SP,jroberto,M,,,,,
usp2015gyhh,2015-04-09 16:09:25.448000+00:00,-48736,-16304,0.0,2.9,mR,Abadiania/GO,JRoberto,M,,,,,
usp2015guhs,2015-04-07 11:50:17.315000+00:00,-52720,-9015,0.0,3.1,mR,Rio Peti/PA,JRoberto,M,,,,,
usp2015gmaj,2015-04-02 23:02:18.655000+00:00,-49557,-28646,0.0,2.2,mR,Nova Veneza/SC,jroberto,M,,,,,
usp2015glqf,2015-04-02 17:53:41.080000+00:00,-48448,-13577,0.0,2.5,mR,Minacu/GO,JRoberto,M,,,,,
usp2015gkmd,2015-04-02 02:42:19.039000+00:00,-42070,-21025,0.0,1.9,mR,Antonio Prado de Minas,marcelo,M,,,,,
usp2015gjbk,2015-04-01 08:09:08.976000+00:00,-51936,-10612,0.0,3.0,mR,Confresa/MT,JRoberto,M,,,,,
usp2015gfbh,2015-03-30 03:32:37.058000+00:00,-51986,-10627,0.0,3.0,mR,Confresa/MT,JRoberto,M,,,,,
usp2015gcuk,2015-03-28 21:48:14.853000+00:00,-71269,-9158,610.6,4.4,mb,Jordao/AC,JRoberto,M,,,,,
usp2015gbic,2015-03-28 02:26:33.993000+00:00,-44555,-18866,0.0,2.4,mR,Curvelo/MG,JRoberto,M,,,,,
usp2015fxrb,2015-03-26 02:24:56.947000+00:00,-38131,-4167,0.0,2.5,mR,Beberibe/CE,JRoberto,M,,,,,
usp2015fxax,2015-03-25 18:15:23.485000+00:00,-43870,-20600,0.0,2.7,mR,Sao Bras do Suacui/MG,JRoberto,M,,,,,
usp2015fwqt,2015-03-25 13:07:56.079000+00:00,-43545,-18819,0.0,2.9,M,Congonhas do Norte/MG,marcelo,M,,,,,
usp2015fvit,2015-03-24 19:56:22.504000+00:00,-73341,-4915,10.0,3.8,mb,Ipixuna/AM,JRoberto,M,,,,,
usp2015fpyi,2015-03-21 21:00:21.736000+00:00,-60153,-216,0.0,3.6,mR,Caroebe/RR,JRoberto,M,,,,,
usp2015fnoa,2015-03-20 13:31:18+00:00,-39555,-14153,0.0,2.3,mR,Ubata/BA,marcelo,M,,,,,
usp2015fmhm,2015-03-19 21:05:59.098000+00:00,-42293,-21893,0.0,2.0,mR,Macuco/RJ,JRoberto,M,,,,,
usp2015fmdb,2015-03-19 18:51:43.175000+00:00,-36443,-7696,0.0,1.8,mR,Caraubas/PB,JRoberto,M,,,,,
usp2015flst,2015-03-19 13:38:24.508000+00:00,-40419,-18744,0.0,2.1,mR,Nova Venecia/ES,JRoberto,M,,,,,
usp2015fkle,2015-03-18 20:40:45.164000+00:00,-43465,-18867,0.0,2.5,mR,Alvorada de Minas/MG,JRoberto,M,,,,,
usp2015fjyz,2015-03-18 14:31:52.062000+00:00,-38583,-3992,0.0,1.7,mR,Pacatuba/CE,JRoberto,M,,,,,
usp2015fimo,2015-03-17 19:07:04.611000+00:00,-39218,-14209,0.0,2.3,mR,Ubaitaba/BA,JRoberto,M,,,,,
usp2015fgsx,2015-03-16 20:02:39.460000+00:00,-34952,-8209,0.0,1.3,mR,Cabo de Santo Agostinho/PE,JRoberto,M,,,,,
usp2015fgsw,2015-03-16 20:01:08.207000+00:00,-35991,-9581,0.0,1.8,mR,Pilar/AL,jroberto,M,,,,,
usp2015fctj,2015-03-14 15:44:17.134000+00:00,-36839,-7297,0.0,1.5,mR,Taperoa/PB,JRoberto,M,,,,,
usp2015fbdu,2015-03-13 18:42:42.494000+00:00,-43294,-17764,0.0,2.3,mR,Senador Modestino Goncalves/MG,JRoberto,M,,,,,
usp2015expi,2015-03-11 20:01:09.611000+00:00,-35819,-9469,0.0,1.8,mR,Rio Largo/AL,jroberto,M,,,,,
usp2015ewyh,2015-03-11 11:24:00.060000+00:00,-50114,-14100,0.0,2.6,mR,Nova Crixas/GO,jroberto,M,,,,,
usp2015ewjo,2015-03-11 03:57:48.031000+00:00,-51950,-10564,0.0,2.3,mR,Confresa/MT,JRoberto,M,,,,,
usp2015eugy,2015-03-10 00:22:25.344000+00:00,-35781,-5499,0.0,2.1,mR,Joao Camara/RN,JRoberto,M,,,,,
usp2015dzbh,2015-02-26 09:39:00.390000+00:00,-40730,-22076,0.0,3.4,mR,Sao Joao da Barra/RJ,JRoberto,M,,,,,
usp2015dujz,2015-02-23 20:22:40.179000+00:00,-69038,-450,0.0,3.6,mR,Western Brazil,jroberto,M,,,,,
usp2015dlrh,2015-02-19 01:49:51.712000+00:00,-36782,-9757,0.0,1.8,mR,Lagoa da Canoa/AL,bruno,M,,,,,
usp2015dhro,2015-02-16 21:25:01.020000+00:00,-65658,-9394,0.0,1.1,mR,Western Brazil,jroberto,M,,,,,
usp2015dfef,2015-02-15 12:25:24.274000+00:00,-51867,-10543,0.0,3.1,mR,Confresa/MT,JRoberto,M,,,,,
usp2015dewj,2015-02-15 08:27:13.006000+00:00,-53354,-8512,0.0,3.0,mR,Rio Peti/PA,JRoberto,M,,,,,
usp2015cztc,2015-02-12 13:07:34.304000+00:00,-51761,-10518,0.0,3.1,mR,Confresa/MT,jroberto,M,,,,,
usp2015cxqz,2015-02-11 09:46:31.527000+00:00,-51762,-10478,0.0,4.1,mR,Confresa/MT,JRoberto,M,,,,,
usp2015cqxh,2015-02-07 17:01:22.111000+00:00,-40542,-3576,0.0,2.0,MLv,Alcantaras/CE,JRoberto,M,,,,,
usp2015cplz,2015-02-06 22:10:05.078000+00:00,-35982,-8298,0.0,1.8,mR,Caruaru/PE,JRoberto,M,,,,,
usp2015coqr,2015-02-06 11:24:06.165000+00:00,-35960,-8287,0.0,1.5,mR,Caruaru/PE,JRoberto,M,,,,,
usp2015cnbh,2015-02-05 14:29:19.708000+00:00,-36890,-6043,0.0,1.7,MLv,Florania/RN,JRoberto,M,,,,,
